trade_execution_time_utc,market_ticker,strike_price,resolution_time_ts,decision_timestamp_s,time_to_resolution_minutes,action,predicted_prob_yes,bet_cost_cents_per_contract,contracts_traded,actual_outcome_target,pnl_cents,current_capital_before_trade_cents,kelly_fraction_f_star,capital_to_risk_cents,trade_value_cents
2025-05-22T00:32:00+00:00,KXBTCD-25MAY2121-T109249.99,109249.99,1747875600,1747873920,28.00,BUY_YES,0.9407,94,3,1,18,60446,0.0117 if live_cfg.USE_KELLY_CRITERION else '',354,282
2025-05-22T00:33:00+00:00,KXBTCD-25MAY2121-T108999.99,108999.99,1747875600,1747873980,27.00,BUY_YES,0.9511,95,7,1,35,60464,0.0223 if live_cfg.USE_KELLY_CRITERION else '',674,665
2025-05-22T00:34:00+00:00,KXBTCD-25MAY2121-T108999.99,108999.99,1747875600,1747874040,26.00,BUY_YES,0.9338,93,17,1,119,60499,0.0544 if live_cfg.USE_KELLY_CRITERION else '',1645,1581
2025-05-22T00:35:00+00:00,KXBTCD-25MAY2121-T108999.99,108999.99,1747875600,1747874100,25.00,BUY_YES,0.9519,95,12,1,60,60618,0.0388 if live_cfg.USE_KELLY_CRITERION else '',1177,1140
2025-05-22T00:36:00+00:00,KXBTCD-25MAY2121-T108999.99,108999.99,1747875600,1747874160,24.00,BUY_YES,0.9543,95,27,1,135,60678,0.0852 if live_cfg.USE_KELLY_CRITERION else '',2584,2565
2025-05-22T00:37:00+00:00,KXBTCD-25MAY2121-T109499.99,109499.99,1747875600,1747874220,23.00,BUY_YES,0.9019,90,6,1,60,60813,0.0192 if live_cfg.USE_KELLY_CRITERION else '',583,540
2025-05-22T00:37:00+00:00,KXBTCD-25MAY2121-T108999.99,108999.99,1747875600,1747874220,23.00,BUY_YES,0.9606,96,4,1,16,60873,0.0138 if live_cfg.USE_KELLY_CRITERION else '',419,384
2025-05-22T00:40:00+00:00,KXBTCD-25MAY2121-T108999.99,108999.99,1747875600,1747874400,20.00,BUY_YES,0.9137,91,13,1,117,60889,0.0410 if live_cfg.USE_KELLY_CRITERION else '',1247,1183
2025-05-22T00:43:00+00:00,KXBTCD-25MAY2121-T109999.99,109999.99,1747875600,1747874580,17.00,BUY_NO,0.0953,90,15,0,150,61006,0.0469 if live_cfg.USE_KELLY_CRITERION else '',1432,1350
2025-05-22T00:46:00+00:00,KXBTCD-25MAY2121-T108999.99,108999.99,1747875600,1747874760,14.00,BUY_YES,0.9537,95,23,1,115,61156,0.0732 if live_cfg.USE_KELLY_CRITERION else '',2239,2185
2025-05-22T00:47:00+00:00,KXBTCD-25MAY2121-T108999.99,108999.99,1747875600,1747874820,13.00,BUY_YES,0.9607,96,5,1,20,61271,0.0185 if live_cfg.USE_KELLY_CRITERION else '',567,480
2025-05-22T00:47:00+00:00,KXBTCD-25MAY2121-T109249.99,109249.99,1747875600,1747874820,13.00,BUY_YES,0.9237,92,15,1,120,61291,0.0460 if live_cfg.USE_KELLY_CRITERION else '',1409,1380
2025-05-22T00:48:00+00:00,KXBTCD-25MAY2121-T109249.99,109249.99,1747875600,1747874880,12.00,BUY_YES,0.9510,95,6,1,30,61411,0.0208 if live_cfg.USE_KELLY_CRITERION else '',638,570
2025-05-22T00:49:00+00:00,KXBTCD-25MAY2121-T109249.99,109249.99,1747875600,1747874940,11.00,BUY_YES,0.9522,95,13,1,65,61441,0.0432 if live_cfg.USE_KELLY_CRITERION else '',1326,1235
2025-05-22T00:50:00+00:00,KXBTCD-25MAY2121-T109249.99,109249.99,1747875600,1747875000,10.00,BUY_YES,0.9327,93,12,1,84,61506,0.0390 if live_cfg.USE_KELLY_CRITERION else '',1199,1116
2025-05-22T00:51:00+00:00,KXBTCD-25MAY2121-T109249.99,109249.99,1747875600,1747875060,9.00,BUY_YES,0.9541,95,26,1,130,61590,0.0830 if live_cfg.USE_KELLY_CRITERION else '',2555,2470
2025-05-22T00:52:00+00:00,KXBTCD-25MAY2121-T109249.99,109249.99,1747875600,1747875120,8.00,BUY_YES,0.9626,96,20,1,80,61720,0.0640 if live_cfg.USE_KELLY_CRITERION else '',1974,1920
2025-05-22T00:54:00+00:00,KXBTCD-25MAY2121-T109499.99,109499.99,1747875600,1747875240,6.00,BUY_YES,0.9423,94,12,1,72,61800,0.0391 if live_cfg.USE_KELLY_CRITERION else '',1209,1128
2025-05-22T00:56:00+00:00,KXBTCD-25MAY2121-T109499.99,109499.99,1747875600,1747875360,4.00,BUY_YES,0.9615,96,12,1,48,61872,0.0375 if live_cfg.USE_KELLY_CRITERION else '',1159,1152
2025-05-22T00:57:00+00:00,KXBTCD-25MAY2121-T109999.99,109999.99,1747875600,1747875420,3.00,BUY_NO,0.0578,94,11,0,66,61920,0.0359 if live_cfg.USE_KELLY_CRITERION else '',1111,1034
